Gender,Age,Height_cm,Weight_kg,Body_Type,Goal,Daily_Calories,Protein_g,Carbs_g,Fats_g,Breakfast,Lunch,Dinner,Snacks
Male,46,180,96,Ectomorph,Maintenance,2615,201,326,72,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Protein Shake
Female,45,157,56,Ectomorph,Maintenance,2987,114,373,82,Idli & Sambar,Chicken Curry with Rice,Khichdi,Peanut Chaat
Female,27,165,100,Mesomorph,Lean Bulk,2341,165,292,65,Idli & Sambar,Curd Rice,Fish Curry with Rice,Roasted Chana
Female,39,168,94,Mesomorph,Maintenance,2722,189,340,75,Poha,Rajma Chawal,Vegetable Stir Fry,Fruit Bowl
Male,27,183,68,Ectomorph,Lean Bulk,2559,131,319,71,Vegetable Upma,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Female,48,178,93,Mesomorph,Lean Bulk,2063,156,257,57,Vegetable Upma,Curd Rice,Khichdi,Roasted Chana
Male,31,187,69,Ectomorph,Fat Loss,1824,121,228,50,Poha,"Roti, Sabzi & Dal",Fish Curry with Rice,Peanut Chaat
Male,40,159,87,Endomorph,Maintenance,2871,158,358,79,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Male,48,174,50,Endomorph,Lean Bulk,2501,86,312,69,Oats with Milk,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Male,30,172,81,Mesomorph,Fat Loss,1824,170,228,50,Poha,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Male,43,190,56,Mesomorph,Fat Loss,1937,98,242,53,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Fruit Bowl
Female,54,183,65,Ectomorph,Maintenance,2174,130,271,60,Oats with Milk,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Male,35,185,67,Ectomorph,Fat Loss,2189,136,273,60,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Male,31,164,65,Endomorph,Fat Loss,2777,122,347,77,Poha,"Rice, Dal & Veg Curry",Khichdi,Fruit Bowl
Male,48,157,78,Ectomorph,Maintenance,2204,129,275,61,Poha,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Female,54,150,87,Mesomorph,Lean Bulk,2706,179,338,75,Oats with Milk,"Roti, Sabzi & Dal",Vegetable Stir Fry,Peanut Chaat
Male,34,176,88,Mesomorph,Maintenance,2161,158,270,60,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Boiled Eggs
Female,52,165,71,Mesomorph,Fat Loss,2949,135,368,81,Paneer Paratha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Male,38,182,80,Mesomorph,Lean Bulk,2166,131,270,60,Paneer Paratha,Rajma Chawal,Roti & Paneer Curry,Peanut Chaat
Female,52,161,62,Ectomorph,Lean Bulk,2236,110,279,62,Vegetable Upma,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Male,37,189,63,Endomorph,Fat Loss,2116,113,264,58,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
